8,1.8,1.8,30,3.8,55
5,3.6,4.2,28,3.8,55
7,3.6,2.2,34.7,3.6,49.3
7,3.6,2.2,34.7,3.6,49.3
0,0,0,20.2,3.6,76.1
0,0,0,20.3,3.6,76.2
0,0,0,41.5,3.2,55.4
0,0,0,41.5,3.2,55.4
0,0,0,27.3,3.6,69.2
0,0,0,27.3,3.6,69.2
0,0,0,60.9,3.2,35.7
0,0,0,61.4,3.2,35.7
9.8,3.6,87,36.9,3.7,60.2
0,0,0,22.4,3.7,74
8.8,3.6,3.6,34.6,3.2,46.1
11.6,3.6,0.5,36.6,3.2,45.3
